Symbol,Company Name,Sector,Market Cap
322852,Accord Tran. & Swit.,Electric Equipment,136.81
323600,MV Electrosystems,Electric Equipment,1990.82
DPEL,Divine Power Energy,Electric Equipment,1444.85
CGPOWER,CG Power & Ind.Sol.,Electric Equipment,140372.6
BBL,Bharat Bijlee,Electric Equipment,2587.62
SIEMENS,Siemens,Electric Equipment,141629.12
GENUSPOWER,Genus Power Infra,Electric Equipment,10277.32
APARINDS,Apar Industries,Electric Equipment,72945.8
VGUARD,V-Guard Inds.,Electric Equipment,14654.13
INOXWIND,Inox Wind,Electric Equipment,12858.09
VOLTAMP,Voltamp Transformers,Electric Equipment,11551.73
SCHNEIDER,SchneiderElect.Infra,Electric Equipment,29467.18
TRANSRAILL,Transrail Lighting,Electric Equipment,5763.61
TARIL,Transformers & Rect.,Electric Equipment,9033.49
TDPOWERSYS,TD Power Systems,Electric Equipment,23124.93
POWERINDIA,Hitachi Energy India,Electric Equipment,141071.53
HIRECT,Hirect,Electric Equipment,4334.46
117467,Marsons,Electric Equipment,2367.41
SHILCTECH,Shilchar Tech.,Electric Equipment,4650.78
KECL,Kirloskar Electric,Electric Equipment,839.54
RAMRAT,Ram Ratna Wires,Electric Equipment,5233.62
IGARASHI,Igarashi MotorsIndia,Electric Equipment,1330.61
SALZERELEC,Salzer Electronics,Electric Equipment,972.02
HPL,HPL Electric & Power,Electric Equipment,1955.7
MICEL,MIC Electronics,Electric Equipment,1094.43
INDOTECH,Indo Tech Transform.,Electric Equipment,3890.21
HONDAPOWER,Honda India Power,Electric Equipment,2053.57
VIDYAWIRES,Vidya Wires,Electric Equipment,1917
ATLANTAELE,Atlanta Electricals,Electric Equipment,14469.64
RISHABH,Rishabh Instruments,Electric Equipment,2857.58
SPECTRUM,Spectrum Elec. Inds.,Electric Equipment,3721.67
AARTECH,Aartech Solonics,Electric Equipment,154.53
VETO,Veto Switchgears,Electric Equipment,239.89
MEIL,Mangal Electl.&Inds.,Electric Equipment,787.73
QPOWER,Quality Power Elect.,Electric Equipment,11580.22
PROSTARM,Prostarm Info System,Electric Equipment,793.22
EMMVEE,Emmvee Photovoltaic,Electric Equipment,22515.06
282931,RMC Switchgears,Electric Equipment,247.13
289269,Yash Highvoltage,Electric Equipment,2841.27
305489,Virtuoso Optoelectro,Electric Equipment,1894.77
297653,Cospower Engineering,Electric Equipment,375.56
322799,Indo SMC,Electric Equipment,1082.2
UEL,Ujaas Energy,Electric Equipment,3222.89
104084,Kaycee Industries,Electric Equipment,259.94
AUTOPALIND,RNIT AI Solutions,Electric Equipment,846.56
206516,Dhanashree Electro.,Electric Equipment,188.73
131888,Rexnord Electronics,Electric Equipment,106.58
LAKSELECON,Lakshmi Elect.Contl.,Electric Equipment,199.32
238295,Star Delta Transform,Electric Equipment,137.93
286893,Mehai Technology,Electric Equipment,100.31
208341,Hindusthan Insulator,Electric Equipment,1002.3
PERMAGNET,Permanent Magnets,Electric Equipment,763.71
104028,GEE,Electrodes & Welding Equipment,709.49
117514,D&H India,Electrodes & Welding Equipment,171.28
HEG,HEG,Electrodes & Welding Equipment,14053.59
GRAPHITE,Graphite India,Electrodes & Welding Equipment,14332.75
ROYALARC,Royal Arc Electrodes,Electrodes & Welding Equipment,176.49
DENORA,De Nora India,Electrodes & Welding Equipment,431.22
ADOR,Ador Welding,Electrodes & Welding Equipment,2913.93
DIFFNKG,Diffusion Engineers,Electrodes & Welding Equipment,1777.37
ESABINDIA,Esab india,Electrodes & Welding Equipment,9339.71
PANCARBON,Panasonic Carbon Ind,Electrodes & Welding Equipment,206.09
KERNEX,Kernex Microsystems,Electronics - Components,3053.22
RICHA,Richa Info Systems,Electronics - Components,107.35
WEBELSOLAR,Websol Energy System,Electronics - Components,3235.82
VIKRAMSOLR,Vikram Solar,Electronics - Components,6103.86
SYRMA,Syrma SGS Technology,Electronics - Components,28101.19
UTLSOLAR,Fujiyama Power Sys.,Electronics - Components,13189.1
KAYNES,Kaynes Technology,Electronics - Components,24119.07
VINYAS,Vinyas Innova Techno,Electronics - Components,1962.4
SAHASRA,Sahasra Electronic,Electronics - Components,769.4
AIMTRON,Aimtron Electronics,Electronics - Components,3298.35
APS,Australian Premium,Electronics - Components,493.42
EEPL,Eppeltone Engineers,Electronics - Components,181.04
324081,Aegeus Technologies,Electronics - Components,104.26
322864,IC Electricals Co.,Electronics - Components,217.4
AVALON,Avalon Technologies,Electronics - Components,14691.37
117035,RIR Power Electronic,Electronics - Components,1351.62
BPL,BPL,Electronics - Components,241.84
IKIO,IKIO Technologies,Electronics - Components,1640.98
CYIENTDLM,Cyient DLM,Electronics - Components,6802.76
SAATVIKGL,Saatvik Green Energy,Electronics - Components,5394.34
SURANASOL,Surana Solar,Electronics - Components,128.48
SWELECTES,Swelect Energy Sys.,Electronics - Components,867.84
306788,Insolation Energy,Electronics - Components,1989.36
303381,CWD,Electronics - Components,720.15
WAAREEINDO,Indosolar,Electronics - Components,1131.62
117246,BCC Fuba India,Electronics - Components,447.72
123100,Cosmo Ferrites,Electronics - Components,240.6
SPICELEC,SPEL Semiconductor,Electronics - Components,688.9
MTARTECH,MTAR Technologies,Engineering,22026.94
126604,Lippi Systems,Engineering,147.14
294487,Leapfrog Engg. Serv,Engineering,319.03
KATARIA,Kataria Industries,Engineering,231.35
AFFORDABLE,Affordable Robotic,Engineering,186.62
313711,KP Green Engineering,Engineering,1442.5
SOUTHWEST,South West Pinnacle,Engineering,695.21
TAURIAN,Taurian MPS,Engineering,438.83
ANLON,Anlon Tech Solution,Engineering,503.16
ALUWIND,Aluwind Infra-Tech,Engineering,122.25
AESTHETIK,Aesthetik Engineers,Engineering,120.2
ALPHAGEO,Alphageo (India),Engineering,206.12
266566,Bansal Roofing Prod.,Engineering,207.04
289098,Innovators FacadeSys,Engineering,215.66
307948,Organic Recycling,Engineering,250.99
245894,GTV Engineering,Engineering,339.19
WELENT,Welspun Enterprises,Engineering - Construction,11261.35
VIKRAN,Vikran Engineering,Engineering - Construction,1567.33
MBECL,Mcnally Bharat Engg.,Engineering - Construction,862.97
GIRIRAJ,Giriraj Civil Dev.,Engineering - Construction,178.57
LT,Larsen & Toubro,Engineering - Construction,545407.08
SUPREMEINF,Supreme Infra. India,Engineering - Construction,813.37
IRB,IRB Infra.&Developer,Engineering - Construction,23733.27
RBMINFRA,RBM Infracon,Engineering - Construction,251.9
UNIVASTU,Univastu India,Engineering - Construction,636.44
HECPROJECT,HEC Infra Projects,Engineering - Construction,127.65
ELGNZ,Eleganz Interiors,Engineering - Construction,197.86
PRATHAM,Pratham Projects,Engineering - Construction,216.73
VIVIANA,Viviana Power Tech,Engineering - Construction,814.74
ORIANA,Oriana Power,Engineering - Construction,2449.88
ZTECH,Z-Tech (India),Engineering - Construction,723.49
AVPINFRA,AVP Infracon,Engineering - Construction,145.5
EFFWA,Effwa Infra&Research,Engineering - Construction,833.3
SSEGL,Sathlokhar Synergys,Engineering - Construction,1040.7
GANESHIN,Ganesh Infraworld,Engineering - Construction,433.33
ACTIVEINFR,Active Infrast.,Engineering - Construction,259.01
CURRENT,Current Infraproject,Engineering - Construction,162.76
SAVY,Savy Infra&Logistics,Engineering - Construction,283.31
E2ERAIL,EtoE Transportation,Engineering - Construction,609.36
SATTVAENGG,Sattva Engg. Constn.,Engineering - Construction,107.43
316357,Srinibas PradhanCons,Engineering - Construction,117.91
317859,Safety Contr. & Dev.,Engineering - Construction,125.9
321318,Annu Projects,Engineering - Construction,446.86
321999,Technocraft Ventures,Engineering - Construction,1449.98
322724,Oneindig Technologie,Engineering - Construction,149.66
322805,Om PowerTransmission,Engineering - Construction,601.62
324058,Sotefin Bharat,Engineering - Construction,452.01
NCC,NCC,Engineering - Construction,9398.86
HCC,HCC,Engineering - Construction,6019.54
CEMPRO,Cemindia Projects,Engineering - Construction,22287.72
KPIL,Kalpataru Projects,Engineering - Construction,24020.87
PATELENG,Patel Engineering,Engineering - Construction,2706.56
ENGINERSIN,Engineers India,Engineering - Construction,15706.27
IRCON,Ircon International,Engineering - Construction,11215.65
KEC,KEC International,Engineering - Construction,10875.6
ISGEC,ISGEC Heavy Engg.,Engineering - Construction,5789.35
KNRCON,KNR Constructions,Engineering - Construction,3505.87
MANINFRA,Man InfraConstruct.,Engineering - Construction,5037.76
AFCONS,Afcons Infrastruct.,Engineering - Construction,10768.73
JKIL,J Kumar Infraproject,Engineering - Construction,3687.56
ASHOKA,Ashoka Buildcon,Engineering - Construction,3243.76
PNCINFRA,PNC Infratech,Engineering - Construction,4697.49
RVNL,Rail Vikas Nigam,Engineering - Construction,44304.59
TECHNOE,Techno Electric &Eng,Engineering - Construction,11391.54
INOXGREEN,Inox Green Enrgy Ser,Engineering - Construction,7030.13
GRINFRA,GR Infraprojects,Engineering - Construction,8409.46
WAAREERTL,Waaree Renewables,Engineering - Construction,8965.65
SWSOLAR,Sterling and Wilson,Engineering - Construction,4349.24
EIEL,Enviro Infra Engine.,Engineering - Construction,3496.03
POWERMECH,Power Mech Projects,Engineering - Construction,7291.03
KPIGREEN,KPI Green Energy,Engineering - Construction,6068.53
RPPINFRA,RPP Infra Projects,Engineering - Construction,268.46
SPMLINFRA,SPML Infra,Engineering - Construction,1539.15
WSI,W.S. Industries,Engineering - Construction,458.18
OMINFRAL,Om Infra,Engineering - Construction,813.09
SIMPLEXINF,Simplex Infrastruct.,Engineering - Construction,2139.53
NIRLON,Nirlon,Engineering - Construction,5587.32
GVPIL,GE Power India,Engineering - Construction,4367.1
ATLANTAA,Atlantaa,Engineering - Construction,319.07
INDIANHUME,India Hume Pipe Co,Engineering - Construction,2043
NIRAJ,Niraj Cement Struct.,Engineering - Construction,171.44
SEPC,SEPC,Engineering - Construction,1046.69
BGRENERGY,BGR Energy Systems,Engineering - Construction,1777.05
INTERARCH,Interarch Building,Engineering - Construction,2870.67
GPTINFRA,GPT Infraprojects,Engineering - Construction,1416.55
RAMKY,Ramky Infrastructure,Engineering - Construction,2403.93
VASCONEQ,Vascon Engineers,Engineering - Construction,705.98
GENCON,Generic Eng. & Const,Engineering - Construction,254.33
A2ZINFRA,A2Z InfraEngineering,Engineering - Construction,277.11
KPEL,KP Energy,Engineering - Construction,1676.78
BRNL,Bharat Road Network,Engineering - Construction,143.72
MBLINFRA,MBL Infrastructures,Engineering - Construction,378.79
HGINFRA,H.G. Infra Engg.,Engineering - Construction,3141.25
HILINFRA,Highway Infrast.,Engineering - Construction,318.8
PIGL,Power & Inst. (Guj),Engineering - Construction,209.11
ABINFRA,AB Infrabuild,Engineering - Construction,725.03
DUCON,Ducon Infratech.,Engineering - Construction,110.37
MARKOLINES,Markolines Pave Tech,Engineering - Construction,381.66
LIKHITHA,Likhitha Infrastruct,Engineering - Construction,807.94
VPRPL,Vishnu Prakash R,Engineering - Construction,452.21
TARMAT,Tarmat,Engineering - Construction,153.47
BAJEL,Bajel Projects,Engineering - Construction,2126.74
USK,Udayshivakumar Infra,Engineering - Construction,116.19
EMSLIMITED,EMS,Engineering - Construction,2127.11
DENTA,Denta Water & Infra,Engineering - Construction,735.18
SRM,SRM Contractors,Engineering - Construction,1060.83
GLOBECIVIL,Globe Civil Projects,Engineering - Construction,287.55
CEIGALL,Ceigall India,Engineering - Construction,6198.21
SOLARWORLD,Solarworld Energy So,Engineering - Construction,1294.2
GKENERGY,GK Energy,Engineering - Construction,2615.53
291436,BCPL Railway Infra.,Engineering - Construction,114.47
VINDHYATEL,Vindhya Telelinks,Engineering - Construction,3238.49
289779,BR Goyal Infra.,Engineering - Construction,459.82
314058,VVIP Infratech,Engineering - Construction,344.58
318744,Oval Projects Engg.,Engineering - Construction,103.83
317100,Solarium GreenEnergy,Engineering - Construction,314.09
317390,Desco Infratech,Engineering - Construction,125.66
319987,Goel Construction Co,Engineering - Construction,577.98
317997,Sugs Lloyd,Engineering - Construction,523.59
295887,Suyog Gurbaxani Fun.,Engineering - Construction,229.98
317345,GRE Renew Enertech,Engineering - Construction,243.04
NAVKARURB,Navkar Urbanst.,Engineering - Construction,100.99
SADBHAV,Sadbhav Engineering,Engineering - Construction,139.83
TICL,Twamev Construction,Engineering - Construction,125.86
CCCL,Consolidated Constn.,Engineering - Construction,637.53
126961,Last Mile Enterprise,Engineering - Construction,178.24
126614,Expo Eng. & Projects,Engineering - Construction,236.15
131260,Refex Renewbl&Infra,Engineering - Construction,151.74
131959,Newtime Infrastruct.,Engineering - Construction,105.84
200064,Brahmaputra Infrast.,Engineering - Construction,475.38
132425,Genus Prime Infra,Engineering - Construction,383.88
245919,Madhav Infra Project,Engineering - Construction,215.13
105504,GHV Infra Projects,Engineering - Construction,2323.4
112479,Virya Resources,Engineering - Construction,127.19
131676,Emrock Corporation,Engineering - Construction,403.41
COROENGG,Coromandel Engg. Co,Engineering - Construction,191.86
104273,Modulex Construction,Engineering - Construction,164.17
MEGATHERM,Megatherm Induction,Engineering - Industrial Equipments,430.98
RVTH,Revathi Equip. Ind.,Engineering - Industrial Equipments,225.25
SKIPPER,Skipper,Engineering - Industrial Equipments,7218.95
105750,Josts Engineering Co,Engineering - Industrial Equipments,282.24
319913,Apollo Techno Inds.,Engineering - Industrial Equipments,127.38
BHEL,Bharat Heavy Elect.,Engineering - Industrial Equipments,150111.75
THERMAX,Thermax,Engineering - Industrial Equipments,43344.3
HONAUT,Honeywell Automation,Engineering - Industrial Equipments,31524.45
JYOTICNC,Jyoti CNC Automation,Engineering - Industrial Equipments,22831
THEJO,Thejo Engineering,Engineering - Industrial Equipments,2305.54
AARON,Aaron Industries,Engineering - Industrial Equipments,269.06
EMKAYTOOLS,Emkay Taps & Cutting,Engineering - Industrial Equipments,104.58
MACPOWER,Macpower CNC Machine,Engineering - Industrial Equipments,1905.69
ICEMAKE,ICE Make Refrige.,Engineering - Industrial Equipments,1165.49
SAHAJSOLAR,Sahaj Solar,Engineering - Industrial Equipments,219.61
NITIRAJ,Nitiraj Engineers,Engineering - Industrial Equipments,224.69
GLOBALPET,Global Pet Inds.,Engineering - Industrial Equipments,194.49
ATMASTCO,Atmastco,Engineering - Industrial Equipments,364.91
EMMIL,Energy-Mission Mach.,Engineering - Industrial Equipments,136.03
ENVIRO,Envirotech Systems,Engineering - Industrial Equipments,132.47
OBSCP,OBSC Perfection,Engineering - Industrial Equipments,2160.05
RAPPID,Rappid Valves India,Engineering - Industrial Equipments,160.69
UHTL,United Heat Transfer,Engineering - Industrial Equipments,301.02
TANKUP,Tankup Engineers,Engineering - Industrial Equipments,846.14
PATILAUTOM,Patil Automation,Engineering - Industrial Equipments,609.56
ETL,Emkay Tools,Engineering - Industrial Equipments,1117.29
240920,Tempsens Instrum.(I),Engineering - Industrial Equipments,4651.04
237742,INDO-MIM,Engineering - Industrial Equipments,48038.82
322345,Hy-Tech Engineers,Engineering - Industrial Equipments,698.59
321202,Omnitech Engineering,Engineering - Industrial Equipments,6504.83
322822,Tipco Engineering,Engineering - Industrial Equipments,584.19
322863,Apsis Aerocom,Engineering - Industrial Equipments,736.73
322929,Adisoft Technologies,Engineering - Industrial Equipments,336.56
INOXINDIA,Inox India,Engineering - Industrial Equipments,20437.55
PRAJIND,Praj Industries,Engineering - Industrial Equipments,6167.85
GMMPFAUDLR,GMM Pfaudler,Engineering - Industrial Equipments,5160.64
ELECON,Elecon Engg. Co.,Engineering - Industrial Equipments,9733.35
AZAD,Azad Engineering,Engineering - Industrial Equipments,17936.29
LLOYDSENGG,Lloyds Engg. Works,Engineering - Industrial Equipments,13061.3
TEGA,Tega Industries,Engineering - Industrial Equipments,11629.77
ANUP,The Anup Engineering,Engineering - Industrial Equipments,3577.22
KRN,KRN Heat Exch Refrig,Engineering - Industrial Equipments,10333.93
TRITURBINE,Triveni Turbine,Engineering - Industrial Equipments,18352.28
KIRLOSIND,Kirloskar Industries,Engineering - Industrial Equipments,3921.65
WALCHANNAG,Walchandnagar Inds.,Engineering - Industrial Equipments,1416.56
TRF,TRF,Engineering - Industrial Equipments,254.85
GEORGFISCH,Disa India,Engineering - Industrial Equipments,1743.59
FLATPROD,John Cockerill India,Engineering - Industrial Equipments,4045.8
INTLCONV,International Convey,Engineering - Industrial Equipments,517.77
107944,Bajaj Steel Inds.,Engineering - Industrial Equipments,754.94
PITTIENG,Pitti Engineering,Engineering - Industrial Equipments,4085.04
WINDMACHIN,Windsor Machines,Engineering - Industrial Equipments,3147.75
UNIDT,United Drilling Tool,Engineering - Industrial Equipments,457.75
KENNAMET,Kennametal India,Engineering - Industrial Equipments,10304.5
HLEGLAS,HLE Glascoat,Engineering - Industrial Equipments,2317.36
GUJAPOLLO,Gujarat Apollo Inds.,Engineering - Industrial Equipments,461.67
MAHEPC,Mahindra EPC Irrigat,Engineering - Industrial Equipments,289.63
MAZDA,Mazda,Engineering - Industrial Equipments,540.68
EIMCOELECO,Eimco Elecon (India),Engineering - Industrial Equipments,1300.42
KABRAEXTRU,Kabra Extrus.technik,Engineering - Industrial Equipments,2025.45
LOKESHMACH,Lokesh Machines,Engineering - Industrial Equipments,794.71
RAJOOENG,Rajoo Engineers,Engineering - Industrial Equipments,921.79
KILBUNENGG,Kilburn Engineering,Engineering - Industrial Equipments,2619.98
DEEDEV,Dee Development Eng.,Engineering - Industrial Equipments,4952.64
EKC,Everest Kanto Cylind,Engineering - Industrial Equipments,1194.11
MBEL,M&B Engineering,Engineering - Industrial Equipments,1544.2
JASH,Jash Engineering,Engineering - Industrial Equipments,3023.82
UNIPARTS,Uniparts India,Engineering - Industrial Equipments,3947.3
RMDRIP,RM Drip & Sprinklers,Engineering - Industrial Equipments,904.85
ZODIAC,Zodiac Energy,Engineering - Industrial Equipments,363.92
GALAPREC,Gala Precision Engg.,Engineering - Industrial Equipments,1312.38
SALASAR,Salasar Techno Engg.,Engineering - Industrial Equipments,908.93
HARSHA,Harsha Engineers Int,Engineering - Industrial Equipments,4136.59
AJAXENGG,Ajax Engineering,Engineering - Industrial Equipments,6663.89
SETL,Standard Engg. Tech.,Engineering - Industrial Equipments,8158.21
JNKINDIA,JNK India,Engineering - Industrial Equipments,2490.23
MAMATA,Mamata Machinery,Engineering - Industrial Equipments,1015.19
BAJAJINDEF,Indef Manufacturing,Engineering - Industrial Equipments,712.61
214771,Admach Systems,Engineering - Industrial Equipments,285.85
310708,Alphalogic Inds.,Engineering - Industrial Equipments,141.73
311471,Sunita Tools,Engineering - Industrial Equipments,633.32
308881,Sealmatic India,Engineering - Industrial Equipments,409.97
311268,Quest Flow Controls,Engineering - Industrial Equipments,157.92
319832,Gallard Steel,Engineering - Industrial Equipments,161.26
311910,Shri Balaji Valve,Engineering - Industrial Equipments,102.49
316355,Fabtech Cleanrooms,Engineering - Industrial Equipments,536.26
321330,Airfloa Rail Techno.,Engineering - Industrial Equipments,1167.82
316795,Cryogenic OGS,Engineering - Industrial Equipments,510.8
318673,Shree Refrigerations,Engineering - Industrial Equipments,1503.09
320712,LT Elevator,Engineering - Industrial Equipments,665.54
313839,Aztec Fluids & Mach.,Engineering - Industrial Equipments,133.21
307424,Concord Control Sys.,Engineering - Industrial Equipments,2279.83
ROLLT,Rollatainers,Engineering - Industrial Equipments,109.31
ATVPROJ,ATV Projects India,Engineering - Industrial Equipments,139.27
104908,Duncan Engineering,Engineering - Industrial Equipments,133.06
FORBESGOK,Forbes & Company,Engineering - Industrial Equipments,351.94
105299,KPT Industries,Engineering - Industrial Equipments,161.31
105358,Integra Engineering,Engineering - Industrial Equipments,565.09
BATLIBOI,Batliboi,Engineering - Industrial Equipments,428.87
117417,Patels Airtemp (I),Engineering - Industrial Equipments,153.03
113532,Pradeep Metals,Engineering - Industrial Equipments,848.99
122105,Birla Precision Tech,Engineering - Industrial Equipments,396.1
105737,International Combus,Engineering - Industrial Equipments,120.64
122183,ITL Industries,Engineering - Industrial Equipments,116.81
122650,Bemco Hydraulics,Engineering - Industrial Equipments,469.05
123850,Axtel Industries,Engineering - Industrial Equipments,637.31
HINDTINWRK,Hind Tin Works,Engineering - Industrial Equipments,123.55
131306,DHP India,Engineering - Industrial Equipments,153.62
126861,Rishi Laser,Engineering - Industrial Equipments,132.25
131997,Ikoma Technologies,Engineering - Industrial Equipments,144.38
213560,Mauria Udyog,Engineering - Industrial Equipments,102.16
251357,Chemtech Industrial,Engineering - Industrial Equipments,105.7
276944,Loyal Equipments,Engineering - Industrial Equipments,157.64
314328,Forbes PrecisionTool,Engineering - Industrial Equipments,710.2
100360,Rapicut Carbides,Engineering - Industrial Equipments,186.7
111144,Axis Solution,Engineering - Industrial Equipments,2631.45
122091,United Van Der Horst,Engineering - Industrial Equipments,244.63
ARTSONENGG,Artson,Engineering - Industrial Equipments,624.69
131191,Filtron Engineers,Engineering - Industrial Equipments,485.9
113496,Sizemasters Tech.,Engineering - Industrial Equipments,312.6
HMT,HMT,Engineering - Industrial Equipments,2379.33
317347,Monarch Surveyors,Engineering Consultancy,432.11
WINSOL,Winsol Engineers,Engineering Consultancy,133.81
MOLDTECH,Mold-Tek Tech,Engineering Consultancy,601.91
HVAX,HVAX Technologies,Engineering Consultancy,185.22
NBCC,NBCC (India),Engineering Consultancy,23382
RITES,Rites,Engineering Consultancy,10371.43
207952,Central Mine Plan.,Engineering Consultancy,17415.89
321537,Telge Projects,Engineering Consultancy,200.21
246603,Likhami Consulting,Engineering Consultancy,297.41
FELIX,Felix Industries,Environmental Services,361.68
IONEXCHANG,ION Exchage,Environmental Services,6001.6
APEXECO,Apex Ecotech,Environmental Services,366.81
RACE,Race Eco Chain,Environmental Services,171.36
URBAN,Urban Env Waste Mgt.,Environmental Services,101.84
CEWATER,Concord Enviro Sys.,Environmental Services,543.38
WABAG,VA Tech Wabag,Environmental Services,12531.43
AWHCL,Antony WasteHandling,Environmental Services,1052.41
REFEX,Refex Industries,Environmental Services,3877.39
NAMOEWASTE,Namo Ewaste Mgmt.,Environmental Services,626.8
130643,Eco Recycling,Environmental Services,900.18
107998,Simmonds Marshall,Fasteners,291.2
SUNDRMFAST,Sundram Fasteners,Fasteners,25473.86
STERTOOLS,Sterling Tools,Fasteners,804.34
MAITHANALL,Maithan Alloys,Ferro & Silica Manganese,3174.76
SHYAMCENT,Shyam CenturyFerrous,Ferro & Silica Manganese,106.72
132362,Nagpur Power & Inds.,Ferro & Silica Manganese,265.84
JAINAM,Jainam Ferro Alloys,Ferro & Silica Manganese,238.32
OWAIS,Owais Metal & Min.,Ferro & Silica Manganese,146.28
NAVA,Nava,Ferro & Silica Manganese,15871.17
IMFA,Indian Metal & Ferro,Ferro & Silica Manganese,6951.45
122165,Indsil Hydro Power,Ferro & Silica Manganese,114.28
BALAJIPHOS,Balaji Phosphates,Fertilizers,271.06
IPHL,Indian Phosphate,Fertilizers,187.3
NAGAFERT,Nagarjuna Fertilizer,Fertilizers,122.6
CHAMBLFERT,Chambal Fer. & Chem.,Fertilizers,16789.33
COROMANDEL,Coromandel Interntl.,Fertilizers,57206.41
PARADEEP,Paradeep Phosphates,Fertilizers,16304.77
ZUARI,Zuari Agro Chemicals,Fertilizers,948.66
GSFC,GSFC,Fertilizers,6490.4
ANYA,Anya Polytech &Fert.,Fertilizers,183.6
KRISHANA,Krishana Phoschem,Fertilizers,5692.16
MBAPL,MP Bharat Agro Prod.,Fertilizers,7278.29
RCF,Rashtriya Chemicals,Fertilizers,6340
KHAICHEM,Khaitan Chem & Fert.,Fertilizers,532.08
FACT,Fert Chem Travancore,Fertilizers,51856.35
RAMAPHO,Rama Phosphates,Fertilizers,436.95
SPIC,Southern Petrochem.,Fertilizers,1451.55
MADRASFERT,Madras Fertilizers,Fertilizers,1049.09
NFL,National Fertilizers,Fertilizers,3459.07
ARIES,Aries Agro,Fertilizers,650.35
131862,Bharat Agri Fert,Fertilizers,117.29
124687,Basant Agro Tech (I),Fertilizers,104.22
132011,Vashu Bhagnani Inds.,"Film Production, Distribution & Entertainment",464.11
CONNPLEX,Connplex Cinemas,"Film Production, Distribution & Entertainment",466.9
CINELINE,Cineline India,"Film Production, Distribution & Entertainment",362.95
295129,City Pulse Multiven.,"Film Production, Distribution & Entertainment",179.65
PVRINOX,PVR Inox,"Film Production, Distribution & Entertainment",12051.1
SAREGAMA,Saregama India,"Film Production, Distribution & Entertainment",9500.69
TIPSMUSIC,Tips Music,"Film Production, Distribution & Entertainment",8305.86
BASILIC,Basilic Fly Studio,"Film Production, Distribution & Entertainment",476.62
BAGDIGITAL,B.A.G. Convergence,"Film Production, Distribution & Entertainment",222.8
318707,Sunshine Pictures,"Film Production, Distribution & Entertainment",1375.06
322865,Optimystix Entertain,"Film Production, Distribution & Entertainment",330.07
PHANTOMFX,Phantom Digi. Effect,"Film Production, Distribution & Entertainment",187.23
BALAJITELE,Balaji Telefilms,"Film Production, Distribution & Entertainment",1135.76
SHEMAROO,Shemaroo Entertain.,"Film Production, Distribution & Entertainment",363.75
UFO,UFO Moviez India,"Film Production, Distribution & Entertainment",252.71
279081,Panorama Studios Int,"Film Production, Distribution & Entertainment",1235.2
MUKTAARTS,Mukta Arts,"Film Production, Distribution & Entertainment",133.03
TIPSFILMS,Tips Films,"Film Production, Distribution & Entertainment",143.09
130457,GTT Data Solutions,"Film Production, Distribution & Entertainment",169.07
132275,Landmarc LeisureCorp,"Film Production, Distribution & Entertainment",200.9
ABSLAMC,Aditya Birla Sun AMC,Finance - Asset Management,30738.55
IVC,IL&FS Invest.Manager,Finance - Asset Management,321.57
284708,Escorp Asset Mgmnt.,Finance - Asset Management,128.79
CRAMC,Canara Robeco AM Co.,Finance - Asset Management,5015.35
316315,Nisus Finance Serv.,Finance - Asset Management,380.14
HDFCAMC,HDFC Asset Mngt. Co,Finance - Asset Management,105414.49
131359,Shriram AM Company,Finance - Asset Management,462.97
NAM-INDIA,Nippon LifeInd.Asset,Finance - Asset Management,74208.26
ICICIAMC,ICICI Prud.Asset Man,Finance - Asset Management,146839.26
UTIAMC,UTI Asset Management,Finance - Asset Management,11318.5
307696,Dharni Capital Serv.,Finance - Asset Management,112.04
SAMMAANCAP,Sammaan Capital,Finance - Housing,18445.42
GICHSGFIN,GIC Housing Finance,Finance - Housing,756.34
LICHSGFIN,LIC Housing Finance,Finance - Housing,30916.29
HUDCO,Housing & Urban Dev.,Finance - Housing,36138.3
BAJAJHFL,Bajaj Housing Fin.,Finance - Housing,69225.04
PNBHOUSING,PNB Housing Finance,Finance - Housing,30409.74
PIRAMALFIN,Piramal Finance,Finance - Housing,52650.24
CANFINHOME,Can Fin Homes,Finance - Housing,10750.9
APTUS,Aptus Value Housing,Finance - Housing,12963.99
AADHARHFC,Aadhar Housing Fin.,Finance - Housing,21189.49
INDIASHLTR,India Shelter Fin.,Finance - Housing,7378.14
AAVAS,Aavas Financiers,Finance - Housing,10341.57
HOMEFIRST,Home First Finance,Finance - Housing,12652.74
SRGHFL,SRG Housing Finance,Finance - Housing,385.54
REPCOHOME,Repco Home Finance,Finance - Housing,2244.39
GFLLIMITED,GFL,Finance - Investment,689.97
BAJAJFINSV,Bajaj Finserv,Finance - Investment,315606.09
AIIL,Authum Inv. & Infra,Finance - Investment,44151.23
CGCL,Capri Global Capital,Finance - Investment,26930.69
JPOLYINVST,Jindal Poly Invest,Finance - Investment,1048.51
JMFINANCIL,JM Financial,Finance - Investment,12637.61
TSFINV,TSF Investments,Finance - Investment,8988.54
NDGL,Naga Dhunseri Group,Finance - Investment,278.77
BEACON,Beacon Trusteeship,Finance - Investment,151.26
TVSHLTD,TVS Holdings,Finance - Investment,27058.42
CHOLAHLDNG,Cholamandalam Fin.,Finance - Investment,28649.21
JSWHL,JSW Holdings,Finance - Investment,12733.49
RELIGARE,Religare Enterprises,Finance - Investment,8862.42
RTNINDIA,RattanIndia Enterp.,Finance - Investment,3845.47
MAHSCOOTER,Maharashtra Scooters,Finance - Investment,15545.14
